Date,Usage
2022-04-09,1180.12
2022-04-10,1344.82
2022-04-11,2040.3
2022-04-12,1867.22
2022-04-13,1703.58
2022-04-14,509.81
2022-04-15,168.89
2022-04-16,628.35
2022-04-17,1016.48
2022-04-18,2403.26
2022-04-19,2198.7
2022-04-20,1802.18
2022-04-21,1781.2
2022-04-22,1318.59
2022-04-23,958.79
2022-04-24,1533.64
2022-04-25,2094.85
2022-04-26,1901.84
2022-04-27,2021.42
2022-04-28,1558.81
2022-04-29,1236.77
2022-04-30,1140.26
2022-05-01,1503.22
2022-05-02,1740.29
2022-05-03,1873.51
2022-05-04,2045.55
2022-05-05,1785.4
2022-05-06,1161.24
2022-05-07,1100.4
2022-05-08,1229.43
2022-05-09,1735.05
2022-05-10,1651.13
2022-05-11,1717.21
2022-05-12,1689.94
2022-05-13,1334.33
2022-05-14,960.88
2022-05-15,1200.06
2022-05-16,1433.98
2022-05-17,1822.11
2022-05-18,1788.54
2022-05-19,1772.81
2022-05-20,1073.13
2022-05-21,885.36
2022-05-22,1570.35
2022-05-23,1752.88
2022-05-24,1813.72
2022-05-25,1732.95
2022-05-26,1587.14
2022-05-27,722.76
2022-05-28,91.26
2022-05-29,565.41
2022-05-30,991.3
2022-05-31,1501.25
2022-06-01,1970.24
2022-06-02,1947.18
2022-06-03,1079.44
2022-06-04,942.185
2022-06-05,1084.68
2022-06-06,1736.54
2022-06-07,1718.72
2022-06-08,1663.18
2022-06-09,1427.38
2022-06-10,937.96
2022-06-11,883.46
2022-06-12,1147.56
2022-06-13,1737.58
2022-06-14,1545.8
2022-06-15,1722.91
2022-06-16,1607.63
2022-06-17,1231.4
2022-06-18,925.38
2022-06-19,1214.63
2022-06-20,1483.97
2022-06-21,1758.54
2022-06-22,1773.22
2022-06-23,1647.46
2022-06-24,870.89
2022-06-25,869.84
2022-06-26,1495.5
2022-06-27,1802.56
2022-06-28,2102.29
2022-06-29,1645.36
2022-06-30,1515.41
2022-07-01,476.84
2022-07-02,66.02
2022-07-03,422.34
2022-07-04,688.54
2022-07-05,1973.38
2022-07-06,1584.58
2022-07-07,1441.0
2022-07-08,973.59
2022-07-09,1007.13
2022-07-10,1001.89
2022-07-11,1815.14
2022-07-12,1876.97
2022-07-13,1686.23
2022-07-14,1236.64
2022-07-15,632.99
2022-07-16,465.31
2022-07-17,811.15
2022-07-18,1653.74
